matches_won,country_id,winner_id
1,ESP,222662
1,ESP,214662
1,ESP,220563
1,ESP,206192
1,ESP,223141
1,ESP,221135
1,ESP,134544
1,ESP,207490
1,ESP,200447
1,ESP,220060
1,ESP,216402
124,EST,204426
98,EST,201466
88,EST,105132
71,EST,216116
19,EST,216119
16,EST,216118
16,EST,104901
14,EST,220043
11,EST,214176
7,EST,221204
6,EST,216117
5,EST,222350
4,EST,223374
2,EST,144932
2,EST,144807
2,EST,222381
1,EST,206750
1,EST,223091
106,FIN,200325
68,FIN,215395
48,FIN,211288
30,FIN,105349
22,FIN,203290
17,FIN,126609
11,FIN,201441
6,FIN,202261
5,FIN,220571
5,FIN,214739
5,FIN,216104
4,FIN,109520
3,FIN,103813
3,FIN,221222
2,FIN,216107
2,FIN,109684
2,FIN,105484
2,FIN,103643
1,FIN,210439
1,FIN,241724
1,FIN,213878
1,FIN,222397
1,FIN,223052
1,FIN,144814
1,FIN,105759
1,FIN,126625
1,FIN,216300
1,FIN,215723
173,FRA,206219
159,FRA,106137
158,FRA,106288
158,FRA,111460
151,FRA,126125
146,FRA,201614
140,FRA,105173
139,FRA,105332
138,FRA,211539
138,FRA,105732
134,FRA,211552
134,FRA,104871
132,FRA,200005
132,FRA,211316
132,FRA,214219
132,FRA,106296
129,FRA,106005
128,FRA,144895
128,FRA,203281
128,FRA,203564
127,FRA,104755
125,FRA,202706
124,FRA,104792
122,FRA,214220
115,FRA,126156
114,FRA,201540
112,FRA,104468
111,FRA,126127
110,FRA,203558
110,FRA,106298
110,FRA,202656
109,FRA,201426
109,FRA,206277
108,FRA,201427
108,FRA,202707
107,FRA,211382
106,FRA,214319
104,FRA,104932
102,FRA,214254
98,FRA,211019
98,FRA,104542
96,FRA,124186
95,FRA,206166
92,FRA,126409
90,FRA,220733
88,FRA,204366
85,FRA,111505
84,FRA,200611
82,FRA,202640
81,FRA,126239
80,FRA,103565
80,FRA,205714
78,FRA,123921
78,FRA,214312
77,FRA,104672
73,FRA,202430
73,FRA,120775
72,FRA,202621
70,FRA,105163
66,FRA,103898
64,FRA,210865
62,FRA,203487
59,FRA,214317
59,FRA,203559
57,FRA,144972
56,FRA,105938
56,FRA,210056
56,FRA,105860
55,FRA,211484
55,FRA,216262
53,FRA,103917
53,FRA,213555
52,FRA,215806
49,FRA,202703
49,FRA,213909
47,FRA,131905
47,FRA,215778
47,FRA,211021
46,FRA,211537
46,FRA,214299
46,FRA,215588
45,FRA,105678
44,FRA,220348
44,FRA,200384
42,FRA,220305
42,FRA,145001
40,FRA,215726
38,FRA,210584
38,FRA,215802
37,FRA,210702
37,FRA,206417
37,FRA,103908
37,FRA,105874
36,FRA,203317
34,FRA,111512
34,FRA,105559
32,FRA,215776
32,FRA,221052
31,FRA,126512
30,FRA,111506
30,FRA,104095
29,FRA,220554
28,FRA,214257
28,FRA,144675
27,FRA,220330
27,FRA,221191
27,FRA,215657
27,FRA,123920
26,FRA,125796
26,FRA,221018
26,FRA,144656
25,FRA,221911
25,FRA,106172
24,FRA,211486
24,FRA,206171
23,FRA,200188
23,FRA,215855
22,FRA,106362
22,FRA,219979
22,FRA,221468
22,FRA,200043
21,FRA,213554
20,FRA,105098
20,FRA,211543
19,FRA,202449
18,FRA,221039
18,FRA,105917
17,FRA,215831
16,FRA,211961
16,FRA,104852
16,FRA,105415
15,FRA,220512
15,FRA,221157
15,FRA,216252
15,FRA,215633
15,FRA,220687
15,FRA,215807
15,FRA,216099
14,FRA,221192
14,FRA,215050
14,FRA,211538
14,FRA,201561
14,FRA,208021
13,FRA,222171
13,FRA,104579
13,FRA,104273
12,FRA,220349
12,FRA,222602
12,FRA,205125
12,FRA,206274
12,FRA,144946
11,FRA,222391
11,FRA,106191
11,FRA,215416
11,FRA,209070
10,FRA,208004
10,FRA,221496
9,FRA,214318
9,FRA,106033
9,FRA,105716
9,FRA,215438
9,FRA,206758
8,FRA,221321
8,FRA,200773
8,FRA,105270
8,FRA,134792
8,FRA,105178
8,FRA,105088
8,FRA,221746
8,FRA,221524
8,FRA,205964
7,FRA,221522
7,FRA,222347
7,FRA,221682
7,FRA,219976
7,FRA,221486
7,FRA,222393
6,FRA,214320
6,FRA,106355
6,FRA,208169
6,FRA,210583
6,FRA,215557
6,FRA,211290
5,FRA,105844
5,FRA,215805
5,FRA,104802
5,FRA,144701
5,FRA,221194
5,FRA,144787
5,FRA,213553
5,FRA,215638
5,FRA,104924
4,FRA,133014
4,FRA,211341
4,FRA,221740
4,FRA,215754
4,FRA,201428
4,FRA,215725
4,FRA,127606
4,FRA,134794
4,FRA,214233
4,FRA,221491
4,FRA,106156
4,FRA,219929
4,FRA,144788
4,FRA,200385
3,FRA,105836
3,FRA,230121
3,FRA,105118
3,FRA,215051
3,FRA,111427
3,FRA,223197
3,FRA,228107
3,FRA,223402
3,FRA,221483
3,FRA,216227
3,FRA,221390
3,FRA,221388
3,FRA,221443
3,FRA,236980
3,FRA,223340
2,FRA,215935
2,FRA,223285
2,FRA,138652
2,FRA,211143
2,FRA,223437
2,FRA,200643
2,FRA,221549
2,FRA,225858
2,FRA,104993
2,FRA,106337
2,FRA,110600
2,FRA,123827
2,FRA,221717
2,FRA,208147
2,FRA,133857
2,FRA,131912
1,FRA,223401
1,FRA,221917
1,FRA,216004
1,FRA,104720
1,FRA,222346
1,FRA,126276
1,FRA,221317
1,FRA,208316
1,FRA,221025
1,FRA,221016
1,FRA,220994
1,FRA,220993
1,FRA,222970
1,FRA,206275
1,FRA,216003
1,FRA,215737
1,FRA,202324
1,FRA,208421
1,FRA,131904
1,FRA,104390
1,FRA,106280
1,FRA,200006
1,FRA,105875
1,FRA,208659
1,FRA,202127
1,FRA,202126
1,FRA,216255
1,FRA,202125
1,FRA,230872
1,FRA,122520
1,FRA,209950
1,FRA,127239
1,FRA,134786
1,FRA,234490
1,FRA,144970
1,FRA,220734
1,FRA,200312
1,FRA,234474
1,FRA,145014
1,FRA,220934
1,FRA,234479
1,FRA,213013
1,FRA,214878
1,FRA,238331
1,FRA,220790
1,FRA,220709
1,FRA,215388
1,FRA,130550
1,FRA,231638
1,FRA,105414
1,FRA,215364
7,GAB,220683
1,GAB,221494
168,GBR,111815
162,GBR,105554
157,GBR,106281
129,GBR,106378
127,GBR,211107
123,GBR,202427
119,GBR,201586
115,GBR,211279
115,GBR,203465
107,GBR,215936
106,GBR,214839
104,GBR,213602
101,GBR,203591
99,GBR,215042
92,GBR,201648
88,GBR,211887
87,GBR,202425
85,GBR,215431
81,GBR,202478
81,GBR,126652
77,GBR,104918
67,GBR,211432
66,GBR,104868
65,GBR,201399
63,GBR,106266
58,GBR,211031
56,GBR,212043
53,GBR,206230
53,GBR,201573
51,GBR,213600
51,GBR,220354
48,GBR,105100
39,GBR,216268
38,GBR,214762
38,GBR,215962
36,GBR,221054
31,GBR,106382
31,GBR,105528
27,GBR,126106
27,GBR,211477
25,GBR,215902
19,GBR,216340
16,GBR,207733
15,GBR,222989
15,GBR,215549
14,GBR,210734
14,GBR,216249
14,GBR,205998
13,GBR,105638
12,GBR,215098
12,GBR,215873
12,GBR,215822
10,GBR,202925
10,GBR,211598
10,GBR,215912
9,GBR,110749
9,GBR,105422
9,GBR,202651
8,GBR,222470
8,GBR,216066
7,GBR,215795
6,GBR,110779
6,GBR,222675
6,GBR,111775
6,GBR,105926
6,GBR,215432
6,GBR,223198
5,GBR,105650
5,GBR,210593
5,GBR,214926
5,GBR,221044
5,GBR,105510
4,GBR,206703
4,GBR,221228
4,GBR,105651
3,GBR,215012
3,GBR,208286
3,GBR,105924
3,GBR,216253
3,GBR,105969
3,GBR,206073
3,GBR,216254
3,GBR,221495
3,GBR,214143
3,GBR,216057
2,GBR,216405
2,GBR,206849
2,GBR,207760
2,GBR,220766
2,GBR,134545
2,GBR,126193
2,GBR,126971
2,GBR,216248
2,GBR,219784
2,GBR,215791
1,GBR,220147
1,GBR,144650
1,GBR,215433
1,GBR,223370
1,GBR,223682
1,GBR,204438
1,GBR,132213
1,GBR,206912
1,GBR,200050
1,GBR,200164
1,GBR,215103
1,GBR,134376
1,GBR,223208
1,GBR,216251
1,GBR,126130
1,GBR,126108
1,GBR,123944
1,GBR,219636
1,GBR,126129
1,GBR,222150
1,GBR,126144
1,GBR,202400
1,GBR,211030
1,GBR,125800
1,GBR,105439
1,GBR,211520
1,GBR,220938
1,GBR,123854
1,GBR,144874
1,GBR,215022
1,GBR,126219
1,GBR,222661
1,GBR,217993
1,GBR,219097
1,GBR,220615
162,GEO,202493
153,GEO,105932
141,GEO,213734
112,GEO,202410
27,GEO,201588
27,GEO,216181
26,GEO,204391
15,GEO,202789
11,GEO,106223
10,GEO,220365
8,GEO,232873
7,GEO,215285
5,GEO,202442
4,GEO,215292
4,GEO,216203
4,GEO,222019
3,GEO,206059
3,GEO,222507
3,GEO,202611
2,GEO,222794
1,GEO,106106
223,GER,100644
183,GER,105526
163,GER,214081
158,GER,106214
152,GER,109739
147,GER,120424
146,GER,105870
142,GER,104735
141,GER,104897
138,GER,211337
137,GER,136440
134,GER,105376
132,GER,211285
129,GER,109054
128,GER,201696
125,GER,201504
123,GER,201493
122,GER,104259
120,GER,205723
119,GER,212044
115,GER,213583
111,GER,214810
110,GER,104460
109,GER,206003
108,GER,105649
105,GER,121531
104,GER,104999
101,GER,203449
101,GER,105906
100,GER,201492
98,GER,206030
95,GER,127157
90,GER,211779
85,GER,213694
84,GER,204430
82,GER,201621
82,GER,216138
78,GER,211338
78,GER,104978
76,GER,211344
71,GER,214270
71,GER,204431
69,GER,215898
68,GER,105514
66,GER,204309
65,GER,214247
63,GER,202489
58,GER,210754
58,GER,123828
56,GER,202858
56,GER,133975
55,GER,109699
54,GER,105091
54,GER,110751
52,GER,122351
52,GER,104252
49,GER,105778
49,GER,214706
47,GER,200484
43,GER,105047
42,GER,215459
41,GER,203485
41,GER,201513
37,GER,206032
36,GER,103794
36,GER,105109
35,GER,221055
32,GER,206211
31,GER,221172
31,GER,222156
31,GER,215002
31,GER,216095
30,GER,105472
30,GER,213934
29,GER,202470
28,GER,222668
28,GER,221768
28,GER,206424
27,GER,214717
25,GER,214743
23,GER,103582
23,GER,215075
21,GER,215001
21,GER,220266
21,GER,215386
20,GER,204268
20,GER,215647
19,GER,104676
19,GER,220592
18,GER,205984
18,GER,220053
18,GER,220492
18,GER,123993
17,GER,211813
17,GER,105503
17,GER,211965
17,GER,220645
16,GER,215551
16,GER,220332
16,GER,215601
15,GER,211172
15,GER,212054
15,GER,203566
14,GER,220054
13,GER,106246
13,GER,220513
13,GER,106040
12,GER,105797
11,GER,105612
10,GER,216331
10,GER,104714
9,GER,144923
9,GER,123893
9,GER,200346
9,GER,223333
8,GER,220335
8,GER,220493
7,GER,221377
7,GER,221190
7,GER,211772
7,GER,215887
7,GER,210751
7,GER,214396
6,GER,211346
6,GER,106011
6,GER,221137
6,GER,105617
5,GER,104398
5,GER,215262
5,GER,203427
5,GER,103163
5,GER,220495
5,GER,202668
5,GER,102864
5,GER,220553
4,GER,221318
4,GER,213684
4,GER,216176
4,GER,216178
4,GER,221498
4,GER,215552
4,GER,239132
4,GER,213935
4,GER,222401
4,GER,210804
4,GER,205927
3,GER,230880
3,GER,215608
3,GER,221258
3,GER,222416
3,GER,216121
3,GER,216140
3,GER,222273
3,GER,106196
3,GER,216050
3,GER,105786
3,GER,121823
3,GER,214246
3,GER,134384
3,GER,122392
3,GER,105788
2,GER,230870
2,GER,239432
2,GER,221259
2,GER,138821
2,GER,123835
2,GER,220772
2,GER,221353
2,GER,203181
2,GER,200687
2,GER,104332
2,GER,220132
2,GER,220771
2,GER,216048
2,GER,215888
2,GER,214786
2,GER,223398
2,GER,105889
2,GER,122352
2,GER,210002
2,GER,222623
2,GER,131866
2,GER,222326
1,GER,221948
1,GER,202477
1,GER,222760
1,GER,202894
1,GER,214771
1,GER,210314
1,GER,200365
1,GER,207669
1,GER,207408
1,GER,211334
1,GER,216128
1,GER,202350
1,GER,126891
1,GER,216047
1,GER,127158
1,GER,223065
1,GER,222359
1,GER,215517
1,GER,219295
1,GER,209510
1,GER,215078
1,GER,234481
1,GER,122353
1,GER,131867
1,GER,210024
1,GER,216103
1,GER,223097
1,GER,222715
1,GER,105236
1,GER,206222
1,GER,104510
1,GER,207535
1,GER,144907
1,GER,206214
1,GER,230882
1,GER,122171
1,GER,221351
1,GER,106008
1,GER,216296
1,GER,200459
1,GER,220480
1,GER,121779
1,GER,208819
1,GER,214823
246,GRE,126774
197,GRE,202604
176,GRE,204394
127,GRE,206289
124,GRE,202551
84,GRE,220364
19,GRE,201305
18,GRE,213657
15,GRE,109737
11,GRE,221385
8,GRE,223129
7,GRE,216425
6,GRE,221034
5,GRE,211968
4,GRE,214958
4,GRE,202065
3,GRE,221195
3,GRE,219853
3,GRE,215092
3,GRE,223407
3,GRE,215149
2,GRE,216330
2,GRE,213644
2,GRE,222137
1,GRE,216375
1,GRE,220333
1,GRE,223166
1,GRE,223083
1,GRE,221737
1,GRE,239127
1,GRE,202553
1,GRE,103077
1,GRE,222946
41,GRN,216122
81,GUA,208531
40,GUA,205462
10,GUA,105499
5,GUA,108739
4,GUA,221235
1,GUA,211246
1,GUA,220157
1,GUA,222904
1,GUA,222220
8,GUD,221198
2,GUM,223133
2,GUM,223134
12,HAI,108767
81,HKG,201667
50,HKG,211269
47,HKG,211208
18,HKG,212026
18,HKG,214229
7,HKG,211326
5,HKG,216587
2,HKG,212028
2,HKG,134217
2,HKG,138846
1,HKG,138845
1,HKG,220019
4,HON,215165
3,HON,221232
196,HUN,105916
150,HUN,214388
147,HUN,202436
141,HUN,213646
135,HUN,202435
104,HUN,201693
97,HUN,215910
90,HUN,204384
90,HUN,214541
79,HUN,105226
47,HUN,200436
46,HUN,211464
39,HUN,201086
32,HUN,211781
31,HUN,215909
31,HUN,214041
30,HUN,220701
27,HUN,211722
23,HUN,214118
22,HUN,204249
14,HUN,200218
13,HUN,105954
8,HUN,121896
6,HUN,213832
6,HUN,220404
5,HUN,221004
5,HUN,221087
5,HUN,211960
4,HUN,220411
4,HUN,222259
3,HUN,220719
2,HUN,216236
1,HUN,220100
1,HUN,216096
1,HUN,124001
1,HUN,200343
1,HUN,102737
77,INA,210738
31,INA,205344
18,INA,202645
12,INA,202365
12,INA,105464
10,INA,221187
8,INA,211234
8,INA,212022
3,INA,105812
2,INA,221188
2,INA,210421
2,INA,221189
1,INA,206320
1,INA,239429
1,INA,209870
1,INA,209188
1,INA,215581
1,INA,215203
145,IND,106368
143,IND,206102
131,IND,105432
112,IND,214694
110,IND,111576
94,IND,211668
80,IND,206105
76,IND,215163
74,IND,106026
73,IND,105031
71,IND,213944
69,IND,124154
45,IND,106168
44,IND,214225
42,IND,210370
37,IND,202676
36,IND,212008
35,IND,215755
33,IND,210888
32,IND,211080
28,IND,105502
25,IND,104822
24,IND,216238
23,IND,205492
22,IND,211033
22,IND,206298
21,IND,104986
21,IND,202384
21,IND,111459
21,IND,211437
19,IND,214787
19,IND,211049
17,IND,203433
16,IND,214983
12,IND,214418
11,IND,200176
11,IND,220843
11,IND,206104
9,IND,105233
8,IND,200036
8,IND,210192
8,IND,211200
6,IND,202637
6,IND,105072
6,IND,220841
6,IND,221275
6,IND,221329
6,IND,206106
6,IND,215222
5,IND,215089
5,IND,105737
4,IND,224482
4,IND,215161
4,IND,240167
3,IND,106012
3,IND,214226
3,IND,216354
3,IND,104615
3,IND,144935
2,IND,202349
2,IND,211661
2,IND,222615
2,IND,200015
2,IND,110775
2,IND,221089
2,IND,234246
2,IND,211663
2,IND,144927
2,IND,202328
2,IND,200127
2,IND,216228
2,IND,222673
2,IND,215225
2,IND,200562
2,IND,105721
2,IND,144681
2,IND,122617
2,IND,215659
2,IND,221339
2,IND,214367
2,IND,104690
2,IND,104500
2,IND,220314
2,IND,234504
2,IND,214240
2,IND,121581
2,IND,104646
1,IND,215542
1,IND,221038
1,IND,234242
1,IND,103523
1,IND,124155
1,IND,221793
1,IND,221794
1,IND,214820
1,IND,220842
1,IND,220409
1,IND,234230
1,IND,110725
1,IND,215896
1,IND,213608
1,IND,122055
1,IND,214416
1,IND,105042
1,IND,126792
1,IND,104816
1,IND,125815
1,IND,144925
1,IND,215729
1,IND,214242
1,IND,215224
1,IND,215827
1,IND,222161
2,IRI,214621
1,IRI,105566
1,IRI,222309
1,IRI,221844
1,IRI,106085
1,IRI,214632
51,IRL,104945
30,IRL,212045
22,IRL,105909
15,IRL,220574
9,IRL,215066
9,IRL,215866
5,IRL,215865
4,IRL,110474
4,IRL,126530
4,IRL,215127
3,IRL,206213
2,IRL,200278
2,IRL,126528
1,IRL,220572
1,IRL,221225
1,IRL,221599
1,IRL,221226
1,IRL,105239
105,ISR,104534
104,ISR,202498
102,ISR,206136
72,ISR,215151
53,ISR,122548
42,ISR,214465
39,ISR,215196
34,ISR,220174
25,ISR,215260
24,ISR,104804
24,ISR,214987
23,ISR,215152
23,ISR,215627
16,ISR,214463
16,ISR,127326
13,ISR,214479
12,ISR,212046
11,ISR,211916
11,ISR,206245
11,ISR,203431
11,ISR,215153
8,ISR,221077
7,ISR,200075
6,ISR,214464
6,ISR,216011
6,ISR,215150
5,ISR,106299
5,ISR,221383
4,ISR,214984
4,ISR,205651
4,ISR,220117
4,ISR,215523
3,ISR,213727
3,ISR,106143
3,ISR,131951
3,ISR,238182
3,ISR,213723
3,ISR,211915
2,ISR,219815
2,ISR,201424
2,ISR,221359
2,ISR,214095
2,ISR,213726
1,ISR,238329
1,ISR,221668
1,ISR,126432
1,ISR,221928
1,ISR,221731
1,ISR,222207
1,ISR,221384
1,ISR,211917
1,ISR,215522
1,ISR,215170
1,ISR,106384
1,ISR,238202
1,ISR,238200
182,ITA,106065
176,ITA,132283
174,ITA,126610
173,ITA,105943
171,ITA,126149
164,ITA,202579
162,ITA,105561
161,ITA,106099
153,ITA,211148
149,ITA,105882
144,ITA,105341
143,ITA,206027
143,ITA,103893
142,ITA,202437
138,ITA,104926
133,ITA,105063
129,ITA,214593
128,ITA,105406
124,ITA,214459
124,ITA,203325
124,ITA,105634
124,ITA,105841
123,ITA,109303
122,ITA,104312
121,ITA,203354
116,ITA,213620
116,ITA,201506
116,ITA,206173
115,ITA,211328
114,ITA,202580
111,ITA,211820
111,ITA,104563
110,ITA,202429
109,ITA,202662
105,ITA,202606
103,ITA,214919
101,ITA,211216
101,ITA,206338
100,ITA,210657
100,ITA,213926
97,ITA,213690
95,ITA,206302
95,ITA,126237
94,ITA,201699
91,ITA,104970
87,ITA,126504
85,ITA,206400
85,ITA,106420
84,ITA,211333
80,ITA,109686
78,ITA,106390
78,ITA,214746
76,ITA,215572
74,ITA,214654
74,ITA,207518
73,ITA,203507
72,ITA,111795
68,ITA,201557
67,ITA,202433
67,ITA,131934
66,ITA,104620
66,ITA,214152
61,ITA,214238
61,ITA,220714
60,ITA,216051
59,ITA,213822
58,ITA,214301
58,ITA,210847
56,ITA,105692
56,ITA,202487
54,ITA,215878
53,ITA,213849
51,ITA,211885
47,ITA,206748
43,ITA,134840
41,ITA,106248
40,ITA,205123
38,ITA,201311
37,ITA,201212
34,ITA,214426
32,ITA,209506
32,ITA,109640
32,ITA,221354
28,ITA,220715
28,ITA,220828
27,ITA,215093
26,ITA,105534
26,ITA,206209
25,ITA,104473
25,ITA,206399
25,ITA,121816
24,ITA,105697
24,ITA,214883
23,ITA,211059
23,ITA,132842
23,ITA,104644
22,ITA,201462
22,ITA,105821
22,ITA,213959
21,ITA,215109
21,ITA,213927
21,ITA,215301
20,ITA,207925
20,ITA,213698
19,ITA,221000
19,ITA,220286
18,ITA,122058
18,ITA,206273
18,ITA,103835
18,ITA,105452
17,ITA,210823
17,ITA,220413
16,ITA,202235
15,ITA,104262
15,ITA,223179
14,ITA,221097
13,ITA,222395
13,ITA,105494
13,ITA,214944
13,ITA,220496
12,ITA,215100
12,ITA,133872
12,ITA,222369
12,ITA,209901
12,ITA,200216
11,ITA,215560
11,ITA,219331
11,ITA,105895
10,ITA,222895
10,ITA,211774
10,ITA,201498
10,ITA,105296
10,ITA,216342
10,ITA,215799
9,ITA,202642
9,ITA,214901
9,ITA,222396
9,ITA,220567
8,ITA,221465
8,ITA,214974
8,ITA,132837
8,ITA,211580
7,ITA,220133
7,ITA,105682
7,ITA,204330
7,ITA,222134
7,ITA,216075
7,ITA,221467
7,ITA,221514
7,ITA,133045
7,ITA,104851
7,ITA,216189
7,ITA,216343
7,ITA,123858
7,ITA,211732
6,ITA,230124
6,ITA,123855
6,ITA,206426
6,ITA,210644
5,ITA,210758
5,ITA,220478
5,ITA,133224
5,ITA,219444
5,ITA,214595
5,ITA,221469
5,ITA,220283
5,ITA,126886
5,ITA,208134
5,ITA,123851
4,ITA,126450
4,ITA,200438
4,ITA,239435
4,ITA,231625
4,ITA,221411
4,ITA,220576
4,ITA,216167
4,ITA,214900
4,ITA,216408
4,ITA,220730
4,ITA,216410
4,ITA,209263
4,ITA,121584
4,ITA,208859
4,ITA,214955
4,ITA,106260
3,ITA,213954
3,ITA,111450
3,ITA,220827
3,ITA,211419
3,ITA,216143
3,ITA,210848
3,ITA,220596
3,ITA,221327
3,ITA,216169
3,ITA,219441
3,ITA,214457
3,ITA,123843
3,ITA,215435
3,ITA,105627
3,ITA,104334
3,ITA,215049
3,ITA,222133
3,ITA,127334
3,ITA,216415
3,ITA,220306
3,ITA,211361
3,ITA,213691
3,ITA,200462
2,ITA,200607
2,ITA,222983
2,ITA,220081
2,ITA,221032
2,ITA,211221
2,ITA,220695
2,ITA,206926
2,ITA,213836
2,ITA,210042
2,ITA,207601
2,ITA,220334
2,ITA,211743
2,ITA,215877
2,ITA,220663
2,ITA,220616
2,ITA,214596
2,ITA,105401
2,ITA,126154
2,ITA,221010
2,ITA,220343
2,ITA,215400
2,ITA,200255
2,ITA,202623
2,ITA,220936
1,ITA,221040
1,ITA,206207
1,ITA,209260
1,ITA,209752
1,ITA,223417
1,ITA,222990
1,ITA,190030
1,ITA,215922
1,ITA,210465
1,ITA,216381
1,ITA,206553
1,ITA,214458
1,ITA,206875
1,ITA,223410
1,ITA,214323
1,ITA,216383
1,ITA,214321
1,ITA,222700
1,ITA,128008
1,ITA,221472
1,ITA,200713
1,ITA,127090
1,ITA,214146
1,ITA,222935
1,ITA,105523
1,ITA,220072
1,ITA,206467
1,ITA,104883
1,ITA,221471
1,ITA,103327
1,ITA,220811
1,ITA,126141
1,ITA,220082
1,ITA,206624
1,ITA,221138
1,ITA,220694
1,ITA,123792
1,ITA,237480
1,ITA,237481
1,ITA,223094
1,ITA,221864
1,ITA,216085
1,ITA,222253
1,ITA,208209
1,ITA,126449
1,ITA,207982
1,ITA,230884
1,ITA,216412
1,ITA,213681
1,ITA,210152
1,ITA,221490
1,ITA,127798
1,ITA,220658
1,ITA,214884
1,ITA,214594
1,ITA,220976
1,ITA,221657
1,ITA,231624
1,ITA,126464
1,ITA,238087
1,ITA,213695
1,ITA,105225
1,ITA,121872
1,ITA,238071
1,ITA,221355
1,ITA,202599
1,ITA,219548
1,ITA,221681
1,ITA,121520
1,ITA,127554
1,ITA,221017
1,ITA,219487
1,ITA,219540
173,JPN,106121
153,JPN,104424
149,JPN,106415
142,JPN,105216
131,JPN,105453
130,JPN,105147
128,JPN,201597
128,JPN,106034
124,JPN,201595
123,JPN,206349
118,JPN,206077
118,JPN,211702
117,JPN,105655
116,JPN,215550
114,JPN,205815
108,JPN,202454
105,JPN,201612
105,JPN,206075
102,JPN,203552
97,JPN,211768
95,JPN,202639
93,JPN,211846
92,JPN,214540
91,JPN,211844
89,JPN,202921
83,JPN,133297
82,JPN,203504
80,JPN,203555
79,JPN,215468
77,JPN,216160
77,JPN,213908
75,JPN,211390
75,JPN,202908
74,JPN,215988
73,JPN,105810
72,JPN,203553
72,JPN,111187
65,JPN,214505
63,JPN,213572
61,JPN,203556
60,JPN,214805
59,JPN,203557
58,JPN,210537
57,JPN,216044
57,JPN,211351
56,JPN,104771
56,JPN,211544
49,JPN,220718
47,JPN,213802
43,JPN,126208
41,JPN,202685
41,JPN,215489
39,JPN,202422
38,JPN,215614
37,JPN,221124
37,JPN,215833
35,JPN,213661
34,JPN,126337
33,JPN,200024
30,JPN,216324
30,JPN,215592
28,JPN,219892
28,JPN,105059
27,JPN,206402
27,JPN,105026
26,JPN,202939
25,JPN,220416
24,JPN,220997
23,JPN,214278
21,JPN,210533
21,JPN,206271
20,JPN,103175
20,JPN,216158
20,JPN,122495
19,JPN,216320
19,JPN,216260
19,JPN,201429
19,JPN,220545
19,JPN,219887
17,JPN,202122
17,JPN,206351
16,JPN,213801
16,JPN,215636
15,JPN,202928
15,JPN,215492
14,JPN,221773
13,JPN,126135
13,JPN,221229
12,JPN,144682
12,JPN,216323
12,JPN,202608
12,JPN,105787
12,JPN,206000
12,JPN,203386
11,JPN,213965
11,JPN,220469
11,JPN,200647
11,JPN,215956
10,JPN,211721
10,JPN,221099
10,JPN,203517
10,JPN,216156
10,JPN,210412
10,JPN,208730
9,JPN,201503
9,JPN,216316
9,JPN,210694
8,JPN,202610
8,JPN,213573
8,JPN,219893
7,JPN,133291
7,JPN,202936
7,JPN,200677
7,JPN,111788
6,JPN,215059
6,JPN,222986
6,JPN,211137
6,JPN,105552
6,JPN,110773
6,JPN,206923
6,JPN,216315
5,JPN,208278
5,JPN,126335
5,JPN,221771
5,JPN,221362
5,JPN,200661
5,JPN,204353
5,JPN,214733
5,JPN,215616
5,JPN,221481
4,JPN,211365
4,JPN,221079
4,JPN,221361
4,JPN,104082
4,JPN,216356
4,JPN,105335
4,JPN,211548
4,JPN,214734
3,JPN,202896
3,JPN,215180
3,JPN,201987
3,JPN,221036
3,JPN,104781
3,JPN,121004
3,JPN,120545
3,JPN,207248
3,JPN,207383
3,JPN,105869
3,JPN,202231
3,JPN,211969
3,JPN,221265
3,JPN,221264
3,JPN,111462
3,JPN,105142
2,JPN,239446
2,JPN,221900
2,JPN,211546
2,JPN,203195
2,JPN,105242
2,JPN,214314
2,JPN,208389
2,JPN,214398
2,JPN,205562
2,JPN,210404
2,JPN,105823
2,JPN,215318
2,JPN,203493
2,JPN,214843
2,JPN,144744
2,JPN,215617
2,JPN,244078
1,JPN,219697
1,JPN,208736
1,JPN,206822
1,JPN,106205
1,JPN,209765
1,JPN,105391
1,JPN,133149
1,JPN,124074
1,JPN,122620
1,JPN,201982
1,JPN,221035
1,JPN,222101
1,JPN,215615
1,JPN,111447
1,JPN,200665
1,JPN,121621
1,JPN,200648
1,JPN,204410
1,JPN,124051
1,JPN,219900
1,JPN,200646
1,JPN,215060
1,JPN,215834
1,JPN,211720
1,JPN,144955
171,KAZ,122330
140,KAZ,214981
128,KAZ,213793
127,KAZ,201610
123,KAZ,105062
123,KAZ,122078
110,KAZ,104873
105,KAZ,201709
92,KAZ,214992
81,KAZ,201402
71,KAZ,206162
58,KAZ,206363
48,KAZ,106187
35,KAZ,216243
28,KAZ,104979
25,KAZ,201468
19,KAZ,201448
17,KAZ,121920
16,KAZ,214964
14,KAZ,203468
8,KAZ,122236
5,KAZ,214644
4,KAZ,202677
4,KAZ,221060
4,KAZ,200441
3,KAZ,202320
2,KAZ,216201
2,KAZ,221180
2,KAZ,213791
1,KAZ,221177
1,KAZ,221877
1,KAZ,214865
1,KAZ,221951
1,KAZ,237455
1,KAZ,219627
1,KAZ,232868
1,KAZ,201584
1,KAZ,211596
1,KAZ,200442
1,KAZ,103612
1,KAZ,222660
1,KAZ,105095
1,KAZ,215594
2,KEN,222453
2,KEN,222454
1,KEN,220247
1,KEN,222455
1,KEN,222480
69,KGZ,201652
5,KGZ,106073
1,KGZ,203570
1,KGZ,216462
1,KGZ,220274
1,KGZ,215125
151,KOR,126952
